OrderID,CustomerID,Sales,TransactionDate
12284E4HKWB,DALED68794,865.9,2015-01-03
12284E4HMCJ,LEVIL69071,1333,2015-01-03
12284E6HHQN,GOODM96996,984.4,2015-01-03
12284E6HJHP,POSKJ82271,309.2,2015-01-03
12284C9HIUZ,ALOUN10385,887,2015-01-03
12284C9HKXU,REMBR68796,1652.5,2015-01-03
12284H7HKPG,LOPED68743,1796.3,2015-01-03
122840PHIUI,FIORR53086,531,2015-01-03
122840THGWX,SPAEA33206,680.1,2015-01-03
122840THHXP,MAHO36O,2211,2015-01-03
122840THISZ,BATED68301,928.7,2015-01-03
12054H2BFUY,LOPER46365,2079.5,2015-01-03
12304I9HZAA,OQUEC15510,543.1,2015-01-03
12304I9IAEF,BOHMS70091,2100.8,2015-01-03
12304I9IANZ,MALLB71007,2183.4,2015-01-03
12304I9IBQA,SANZK71158,2200.5,2015-01-03
12304I9IBYQ,MARQL82164,1381.7,2015-01-03
12304JVHZEU,NISIG62086,557.2,2015-01-03
12304K4HZAD,GEPHD28020,2485.7,2015-01-03
12304K4IAYN,OPELG20086,1511.5,2015-01-03
12304K4ICLS,DEISC84716,1378,2015-01-03
12304K5HXKH,BASKR46174,461.7,2015-01-03
12304K5IAHA,RACK5,1842.5,2015-01-03
12304K5ICGY,MCGHB00449,922.3,2015-01-03
12304M3HZJF,CUTLZ70850,520.6,2015-01-03
12304P3HXQA,COLUZ40593,3352.6,2015-01-03
12304P3IAXY,HOFFA16597,1964.1,2015-01-03
12304P4HWXC,KODAB51528,3720.3,2015-01-03
12304P4HXIW,ALTEF35019,983.3,2015-01-03
12304W2ICZJ,TIBBA58880,325.3,2015-01-03
12304W2IDAE,LAMBJ52400,347.2,2015-01-03
12304W2IDFN,RODRC56362,524.5,2015-01-03
12304W2IDHS,HURLB742Z1,1014.4,2015-01-03
12304W2IDIR,ALMOY37580,265.7,2015-01-03
12304W2IDNB,LIZZJ71346,417.1,2015-01-03
12304W2IDOB,MOORB46127,552.8,2015-01-03
12304W2IDOR,KANES61386,847.2,2015-01-03
12304W2IDOV,VITRA25ZZ5,510.9,2015-01-03
123040AHXKZ,ROOND70634,1952.6,2015-01-03
123040JICXNA,SMITJ71338,455.7,2015-01-03
123040JIDIS,BROWL71405,2981.9,2015-01-03
123040JIDRQ,FAULS71465,514.3,2015-01-03
123040MHZOQ,HOGA616,2482.9,2015-01-03
123040MIBAL,ADAME71078,1373.6,2015-01-03
123040MIBRL,LAWTM62652,1832.6,2015-01-03
12304K3HYQS,OFFEL88766,816.1,2015-01-03
12304K3IAGU,WILLS04381,1904.7,2015-01-03
12304K3IDBA,TULLW92651,4578.1,2015-01-03
12304M4HWXK,RANIJ70552,1208,2015-01-03
1230403IBSF,DAILK71172,1510.9,2015-01-03
1230403IDGN,FORSK71384,5268.2,2015-01-03
1230407HZIH,GLARS70835,3232,2015-01-03
1230407IAMA,DOTIJ71000,2369.6,2015-01-03
12314C4IEGA,SCHIT66306,523.8,2015-01-03
12314C4IEPR,BROWD71530,1537.9,2015-01-03
12314C8IFJM,BERMJ74228,1131.5,2015-01-03
12314C8IFML,TELEV68085,1444.2,2015-01-03
12314C8IGHV,BOHRP62232,565.2,2015-01-03
12314C8IGNA,KUSTA71771,597.5,2015-01-03
12314C8IGTV,DUNNP16227,1523.9,2015-01-03
12314C8IHBM,LABRD71838,11248.8,2015-01-03
12314C8IHDD,CUDNN71847,1971.7,2015-01-03
12314C8IHOA,OLSOM66ZZ8,2429,2015-01-03
12314C8IIHQ,KAPOA71985,3626.3,2015-01-03
12314C8IISY,HAYEM40941,4273.1,2015-01-03
12314C8IJCV,CROSB72123,1014.6,2015-01-03
12314C8IJEE,CHIAN72135,352.6,2015-01-03
12314C8IJMT,COLBH39583,1073.1,2015-01-03
12314C9IECQ,BHARK40063,381.8,2015-01-03
12314C9IEWB,SOLAP64789,3016,2015-01-03
12314C9IEZT,HANCC393Z9,127.6,2015-01-03
12314C9IFMA,MENEE71626,1845.1,2015-01-03
12314C9IFVH,STERR70911,449.3,2015-01-03
12314C9IGFC,MOSBA71724,1844.1,2015-01-03
12314C9IHLI,LOFTD27379,780.6,2015-01-03
12314D1IEVH,EVERW71547,289,2015-01-03
12314D1IFCZ,JACKK71585,869,2015-01-03
12314D1IFGE,JACKK71585,1379,2015-01-03
12314D1IHWG,LEIPD71947,528.5,2015-01-03
12314D1IIDZ,CLARP43060,714.9,2015-01-03
12314E9IEMQ,WINTM63785,1495.8,2015-01-03
12314E9IFLN,JUSTD84347,951.2,2015-01-03
12314E9IHHE,OWENJ36866,1101,2015-01-03
12314E9IHTX,LEVAR75714,192.6,2015-01-03
12314F2IELA,AGUIL51740,618.5,2015-01-03
12314F2IHYN,TAYLP14182,784.5,2015-01-03
12314F2IJCN,CHOKS26293,2972.4,2015-01-03
12314F3IHSF,GIANH71919,1754.8,2015-01-03
12314G1IGNZ,IRVIK93189,1109.4,2015-01-03
12314G1IGTA,DIAKD71738,1703.9,2015-01-03
12314G1IHWK,HERNA71936,1424,2015-01-03
12314G1IJAI,LATIL72100,432.2,2015-01-03
12314K7IFPH,COLET67110,1605.8,2015-01-03
12314K7IFRN,PALMD68285,162.1,2015-01-03
12314K7IFSB,JULIP96298,2792,2015-01-03
12314K7IGJK,LYTLJ64834,222.5,2015-01-03
12314K7IGVG,TORRA79943,2843.9,2015-01-03
12314K7IHQG,WRIGP21211,3286.7,2015-01-03
12314K7IHUN,RILER71934,1311.2,2015-01-03
12314K7IIEF,EDELB43531,238.5,2015-01-03
12314K7IIOV,STRAM94216,266.1,2015-01-03
12314K8IETV,REILJ32024,1500.3,2015-01-03
12304M5HWTA,CONWJ70572,2737,2015-01-03
12304M5HXFF,ALBAI70585,1448.7,2015-01-03
12304M5ICLC,HOGAJ50317,748.9,2015-01-03
12304M5ICMF,HAREE71275,1534.4,2015-01-03
12304M5IDKU,HORTW71415,1267.9,2015-01-03
12304N5HXYW,CLART70084,453.7,2015-01-03
12304P2HYBZ,SRALJ73678,469,2015-01-03
12304P2HZFF,LEWIJ92200,468,2015-01-03
12304P2IBJI,BONIG71118,2106.2,2015-01-03
123040HIARC,URBAE40574,2469.8,2015-01-03
123040HICVX,MANGR43605,586.2,2015-01-03
12074L4BWWR,DILLJ49194,773.8,2015-01-03
12074W2BUFL,CARRR81712,880.8,2015-01-03
12314L3IHZZ,MCCOJ71963,647.4,2015-01-03
12314L3IJSY,CREAW98807,4069.3,2015-01-03
12314L4IEFD,MYERB58814,839,2015-01-03
12314L4IFYP,MORGS98605,381.6,2015-01-03
12314L4IGBJ,WIEBF42054,1608.1,2015-01-03
12314N2IEJJ,MARER84455,1771.4,2015-01-03
12314N2IFYZ,MASCK71698,4455.4,2015-01-03
12314N2IGBO,ROSST11469,962.8,2015-01-03
12314K8IFEC,FORTS56411,1762.9,2015-01-03
12314K8IFVD,VOGEE71671,2647.1,2015-01-03
12314K8IFYB,KARNJ71688,2928.7,2015-01-03
12314K8IGCL,SMITJ52559,690.6,2015-01-03
12314K8IGYV,DOPHD46907,2755,2015-01-03
12314L4IGKH,ROMAK67028,2200.6,2015-01-03
12314L4IGSG,BOWLR40053,521,2015-01-03
12314L4IHAH,BERQJ26976,1119.3,2015-01-03
12314E7IISC,BAKEG72053,309.2,2015-01-03
12314E7IIUR,MYNEJ36468,325.3,2015-01-03
12314E8IFJU,ZAITP41947,936.2,2015-01-03
12314E8IFKU,GENDS79753,560.7,2015-01-03
12314E8IGQD,DIXOD53959,3150,2015-01-03
12314E8IIGH,LEITD71986,3181.5,2015-01-03
12314E8IIZW,FLORS72105,2813,2015-01-03
12314H5IISU,BALES72060,2568.9,2015-01-03
12314H5IJLJ,PERSK10122,1048.2,2015-01-03
12314H5IJSS,THOMA53322,2914.4,2015-01-03
12314H5IJSX,SANOE72229,2445.3,2015-01-03
12314H6IJUU,LUITS72227,3445.9,2015-01-03
12314H6IJVQ,RUTIG62094,8327.6,2015-01-03
12314H7IFUY,OTAVN69327,3053.8,2015-01-03
12314C2IEMO,PAGAD71512,1681.3,2015-01-03
12314C2IEVD,DILLA44605,2698.1,2015-01-03
12314C2IFOL,DEGUJ71634,2249.5,2015-01-03
12314C2IFST,DEGUJ71634,1151,2015-01-03
12314C2IGTZ,BARSC71807,3636.6,2015-01-03
12314C2IIJT,CRETJ41078,5411,2015-01-03
12314C3IFBL,SEMEM71948,2264.6,2015-01-03
12314C3IFKM,ANTAE56867,957.1,2015-01-03
12314C3IGHO,GUZZS37836,1101.2,2015-01-03
12314C3IIIB,NOLEF21680,201,2015-01-03
12314C3IJGL,THORR36828,307.4,2015-01-03
12314G1IJHE,FARRS72141,4200,2015-01-03
12314G1IJNH,RACG1,979,2015-01-03
12314H3IELW,SAADF35428,892.7,2015-01-03
12314H3IEPF,NUCCL42610,931.1,2015-01-03
12314H3IFAG,LANIT75531,1066.9,2015-01-03
12314H3IGRZ,BARRJ71799,1012.5,2015-01-03
12314H3IGTG,MCKEA71805,1137.7,2015-01-03
12314H3IHBY,DEVIJ18836,1413.1,2015-01-03
12314H3IHYZ,CANNM37681,2513.9,2015-01-03
12314H3IIAA,DIANM19193,2898.3,2015-01-03
12314H3IIAH,BYNUJ85802,952.7,2015-01-03
12314H3IIVD,RAFTA38296,746.9,2015-01-03
12314H3IIZH,KRANG72095,952.6,2015-01-03
12314H3IJAS,BARRM64514,1646.2,2015-01-03
12314H4IFKZ,COCCP71630,293.3,2015-01-03
12314H4IGKN,LEDFE71762,822,2015-01-03
12314H4IGOP,EVANL17126,685.9,2015-01-03
12314H4IHCG,MELUV71846,694.6,2015-01-03
12314H4IHOK,SCANS82477,146.6,2015-01-03
12314H4IILZ,SANTM37971,780.9,2015-01-03
12314H5IEOM,LEPTL71515,2172.4,2015-01-03
12314H5IETJ,BROGM12555,819,2015-01-03
12314H5IFMK,BAROS47273,3311.9,2015-01-03
12314H5IFOR,KABAL67238,2173.5,2015-01-03
12314H5IGAV,SADIS66978,5249.8,2015-01-03
12314H5IGFQ,TORRB71727,1920.4,2015-01-03
12314H5IGLL,SANTM23772,613.7,2015-01-03
12314H5IGQR,CAUTD68170,266.1,2015-01-03
12314H5IGXU,MITCL33863,471.4,2015-01-03
12314H5IGYD,THOMJ63369,1256.7,2015-01-03
12314H5IHTQ,KARMK94268,2508.1,2015-01-03
12314H5IHWN,BACSS68837,374.7,2015-01-03
12314H5IINQ,HJELM72028,3593.9,2015-01-03
12314H5IIRP,LEVYD72059,1855.3,2015-01-03
12314J2IGIG,REIN43S,2224.9,2015-01-03
12314J2IHBT,JARM45B,799.2,2015-01-03
12314J2IJAR,RUGGL72112,1271.2,2015-01-03
12314KVIFGT,CARRP71606,397.5,2015-01-03
12314H7IJJE,DOMIR72155,1551.4,2015-01-03
12314H7IJXE,LAMDU58391,2693.5,2015-01-03
12314H8IICW,SIMMS90357,771.2,2015-01-03
12314H8IJJQ,HALEP76921,2874.6,2015-01-03
12314H9IEZY,SHEIA71567,1292.4,2015-01-03
12314I8IIPZ,DONAV72043,1070.2,2015-01-03
12314I8IIZJ,AREVW61656,3651.6,2015-01-03
12314I8IIZJA,AREVW61656,684.8,2015-01-03
12314I9IEZC,MINEA71554,3321.6,2015-01-03
12314I9IFJP,SINND55915,802.7,2015-01-03
12314I9IHAL,RUSSM45368,3334.8,2015-01-03
12314I9IHJV,LYONL56380,618,2015-01-03
12314JVIIMX,HARTK72023,444.1,2015-01-03
12314JVIIUQ,PACEC72067,606.7,2015-01-03
12314J1IHUY,MCKNG68666,2844.9,2015-01-03
12314J2IGEU,REINM71730,760.1,2015-01-03
12314K8IHXR,BENSA71949,1198,2015-01-03
12314K8IICD,BOHMN38248,2367.8,2015-01-03
12314K8IIHM,WEAVD71998,3354.7,2015-01-03
12314K8IIHS,LUNSW58384,2679.2,2015-01-03
12314K8IIHSA,LUNSW58384,1973.9,2015-01-03
12314K8IJCQ,MARTR72129,2260.3,2015-01-03
12314PVIFFGA,CADEM66883,412.2,2015-01-03
12314P1IFUV,WILLL69336,1117.2,2015-01-03
12314P1IGQP,VINCE72845,2107.6,2015-01-03
12314P1IHJZ,BORDRD1A,1894.8,2015-01-03
12314P1IHPC,CARRT64672,2654.2,2015-01-03
12314P1IHQX,WILLA46345,1981.9,2015-01-03
12314P1IHYY,KLOUL52703,1073.7,2015-01-03
12314P1IJPY,MARAJ72213,1390.1,2015-01-03
12314N1IERA,CUORV608Z1,775.6,2015-01-03
12314N1IFBX,HAMIR71573,860.3,2015-01-03
12314N1IFIS,BROWT13814,963,2015-01-03
12314N1IFJO,INFRK64769,1529,2015-01-03
12314N1IHBO,DANIK76660,547.8,2015-01-03
12314N1IHSC,BRASS71922,736.2,2015-01-03
12314N1IHUM,SIMPM13370,1689.4,2015-01-03
12314N1IIMU,WITTA58417,234.3,2015-01-03
12314N1IJAT,AMESA72098,804.6,2015-01-03
12314N1IJDP,OLEAE69315,234.3,2015-01-03
12314N1IJDX,OLEAE69315,374.5,2015-01-03
12314P2IEVT,SPENR67317,74.2,2015-01-03
12314P2IFDN,DIPIA58117,338.7,2015-01-03
12314MVIIXI,WILKS99593,465.2,2015-01-03
12314MVIJIX,TOMPL72164,122.3,2015-01-03
12314R2IICF,SITLS784Z5,3782.9,2015-01-03
12314R3IDZI,DOTYR25867,829.2,2015-01-03
12314R3IEPP,MURA103,1468.7,2015-01-03
12314R3IHML,FODGC71903,1416.9,2015-01-03
12314R3IIJM,FONDD72007,658.8,2015-01-03
12314R3IILD,FONDD72007,356.4,2015-01-03
12314W2IJVD,WASSP72221,2176.2,2015-01-03
123140AIEPD,KISZD10952,1321.9,2015-01-03
123140AIFVY,TOOLH68362,3419.2,2015-01-03
123140CIERL,RAMSL71513,2127.1,2015-01-03
123140CIGBV,BALKD21339,359.1,2015-01-03
123140CIIPL,CAFAC72038,760.2,2015-01-03
12314W2IHFH,THOMS28363,684.8,2015-01-03
12314W2IHYT,RAVIA76902,70.5,2015-01-03
12314W2IIOB,BINDA65183,1533.3,2015-01-03
120840ACCGA,CURLD24104,1077.8,2015-01-03
12094R4CHON,KETTT50416,2003.4,2015-01-03
12104I3COCX,ESTER41867,450.8,2015-01-03
12104I3CSMAA,FERNM51536,1759.7,2015-01-03
12114G5CYSC,CARML34275,7128.9,2015-01-03
12114I1CYBDA,LIU9W13202,2612.9,2015-01-03
12114I2CWCIA,BERIF48730,1137.7,2015-01-03
12134E3DMJE,RAMJR53946,1455.2,2015-01-03
12304JVICNS,GRIBJ71278,1027.2,2015-01-03
12304JVICPN,GRIBJ71278,647.4,2015-01-03
12304J1HZUQ,FALLK64624,304.5,2015-01-03
12074E8BYOQA,BRANA50761,454.7,2015-01-03
12074H6BWLO,DIAZB58805,1257.5,2015-01-03
12074I7BWSZA,BHUIM49163,684.8,2015-01-03
12304N4HVQJ,SUNDD95241,1149.1,2015-01-03
12304N4HZPRA,ALOIJ70135,533.9,2015-01-03
12304N4IACR,BATEM90078,248.2,2015-01-03
12304N4IAFJ,MURPP70948,963,2015-01-03
12304N4IAKT,WELSR37793,842,2015-01-03
12304N4IARP,OBERD24017,801.4,2015-01-03
12304N4IBKO,MARRR71130,1566.4,2015-01-03
12304N4IBYM,KAHNM71191,765.1,2015-01-03
12304N4ICRX,SHAHS60669,1229.5,2015-01-03
12304N4IDRW,BARLM10457,2419.2,2015-01-03
12134E8DMQGA,YEE9T62478,340,2015-01-03
12134I3DNWMA,CHAUA54181,574.2,2015-01-03
12134KVDJWC,BOLLS53506,1061,2015-01-03
12134L1DMRS,DETTR92005,793.9,2015-01-03
12134H5DPPW,MOLIK54505,121.7,2015-01-03
12134P5DKJN,MOSEB53585,746.2,2015-01-03
12144G4DTJQ,WILLT55225,5167.8,2015-01-03
12144D1DUAE,MCCOK55362,399,2015-01-03
12144H6DQMBA,EFTHD58380,653.2,2015-01-03
12144H7DRSUA,SPILA10126,450.7,2015-01-03
12144I7DSFW,SHILU55010,3439.3,2015-01-03
12144I7DULW,CERGC55459,5134.4,2015-01-03
12144L2DUHSA,OTISA53530,530,2015-01-03
12314P2IIAW,RUTKM71955,4820.3,2015-01-03
123140LIHAN,KLEIJ71835,1983.9,2015-01-03
123140MIFIO,MOREJ71617,4009.9,2015-01-03
123140MIFOP,KNIGP71651,619.9,2015-01-03
123140PIFHV,CARRC70476,3261.6,2015-01-03
123140TIEXT,VIERT42242,1865.1,2015-01-03
123140TIFJS,MILLJ71616,2896.8,2015-01-03
123140TIFNV,MACFL71646,647.7,2015-01-03
123140TIFOE,MACFL71646,1000,2015-01-03
123140TIFTM,HABET03039,815.3,2015-01-03
123140TIFXN,ZADRR65608,799,2015-01-03
123140TIGBA,SEGET71697,3020.2,2015-01-03
123140TIHFW,SAUND86482,1225.8,2015-01-03
123140TIHGH,CILEK71851,4377.9,2015-01-03
123140TIHZC,SANTI86077,173,2015-01-03
123140TIIHK,GRIFD41004,3021.8,2015-01-03
12084I2CCLD,HUICH49906,2312.6,2015-01-03
12084N5CFAA,MIRRP92569,4579.6,2015-01-03
1231408IGYF,LEVIB64,403.4,2015-01-03
1231408IHEZ,BAKEE71861,1280.1,2015-01-03
1231408IIIZ,HELLS72005,1783.2,2015-01-03
1231408IIQA,CHOIJ72050,1376,2015-01-03
1231409IEXE,HEIEB38288,1479.6,2015-01-03
1231409IFJL,BRUCV58705,77.8,2015-01-03
1231409IGMH,LOCK123,1009.8,2015-01-03
120840CCBDA,SCHUM85615,1998.7,2015-01-03
12104E7CNGCA,FOLOO50982,711.6,2015-01-03
12104L1COZM,PUPIA79250,2104.1,2015-01-03
12114E2CYVU,COUGS98595,2746,2015-01-03
12114E2CYVUB,COUGS98595,256.8,2015-01-03
12114T2CXXF,LAMAE11712,992.2,2015-01-03
12124P3DEXA,KOFIA11541,1150.1,2015-01-03
12124H6DCDC,MARCG52480,479.1,2015-01-03
12144K7DQFI,KYTZC37762,2120,2015-01-03
12144K7DRDI,WISHL78679,2171.9,2015-01-03
12144P5DSZTA,TRUOT89000,132.8,2015-01-03
12164R4EGIS,COBBC41280,1987.2,2015-01-03
12164I6EHVJ,KIENM24079,3411,2015-01-03
12154E3DXVHA,LABRJ55906,321,2015-01-03
12154G2DXOC,RACG2,1459,2015-01-03
12164H4EDMD,MALOK56605,1039.5,2015-01-03
121640CEDWUA,PARKJ69659,410.8,2015-01-03
12174L2ENYAA,BABUA57816,273.5,2015-01-03
12174N1ERUL,WITTA58417,3619.8,2015-01-03
12174W2ELRVA,HILLJ37223,480.4,2015-01-03
12184R2EXTCA,FITZJ58917,3066,2015-01-03
12194E4FGAA,STING55530,648.1,2015-01-03
12194E7FBEI,WHITL25947,2976.6,2015-01-03
12194H5FGEW,ANDOR39682,4832.3,2015-01-03
121940PEZVVA,DARL83J,591.2,2015-01-03
12204C2FJXY,FREEC60460,1085.3,2015-01-03
12204C2FJXYA,FREEC60460,786.1,2015-01-03
12154P3DZJQ,KRAJR764Z9,762.1,2015-01-03
12164H4EFVE,HECHD853Z3,2877.2,2015-01-03
12164L3EELHA,WEALA56696,690.1,2015-01-03
12174N5EQUO,DAHLC58225,547.4,2015-01-03
12184E3EWPV,MUKHS69754,925.5,2015-01-03
12184E3EYPB,SALAZ59049,3658.3,2015-01-03
12184E4ETEN,DESIR58505,969.9,2015-01-03
12184I6EVJX,CORLE32000,2325.4,2015-01-03
12204E3FPRF,HUNCM61370,4457.5,2015-01-03
12204E4FIGV,PECKH81051,195,2015-01-03
12204H3FIPL,MANTV60856,2092.6,2015-01-03
12204I3FHYU,ROSER55467,1116.6,2015-01-03
12204P4FOKIA,KENNL63821,678.4,2015-01-03
12204P5FOIA,DAVIA61135,2069.1,2015-01-03
12204M3FIZIB,DEMOM115Z8,142.2,2015-01-03
12204M3FKMZA,ANDEP89990,255,2015-01-03
12204M3FOUA,RIVER61229,2951.6,2015-01-03
12204J1FRCQ,POREC825Z0,1358.3,2015-01-03
12204J1FRDB,QUICK76020,1608.4,2015-01-03
12204M4FPMP,BUCKS21377,547.1,2015-01-03
12204E9FPREA,PEZZM61364,1710.9,2015-01-03
12204E9FPREB,PEZZM61364,588.5,2015-01-03
12204E9FPREC,PEZZM61364,207.7,2015-01-03
12204E5FINV,BANNJ47638,1487.3,2015-01-03
12204H5FNEW,DURKA60954,1110.5,2015-01-03
12204H2FLLW,JEANM60696,700,2015-01-03
12204H2FORH,MANSM14179,3013.7,2015-01-03
12214G4FXTOA,MOSSD27541,488.9,2015-01-03
12214G4FYBU,HASSL61408,2086.3,2015-01-03
12214H4FXJK,LARAN62810,2128,2015-01-03
12214T1FTOK,ROMEZ58116,1297.5,2015-01-03
12214T1FXKJA,PAVID42754,714,2015-01-03
12214H5FXIJ,MOMEM62769,2739.5,2015-01-03
12214H5FXUW,GOLDK64749,1975.8,2015-01-03
12214H6FTWP,DEREK62158,2531.3,2015-01-03
12214H7FUBT,SHEFG62197,385.4,2015-01-03
12214I4FUCTA,KARAC15995,669.1,2015-01-03
12214E7FVSCA,ROBIJ62486,1058.2,2015-01-03
12214H5FVJZ,EDVAL34795,1878.7,2015-01-03
12214K1FVET,PIERE52969,762.1,2015-01-03
12214K1FXED,WORTD62757,2027.8,2015-01-03
12214E8FWYYA,DUNLB23302,609.9,2015-01-03
12214E8FXAFA,NIJHM39544,577.8,2015-01-03
12214G3FYAXA,CASII21565,466,2015-01-03
12214R3FUZK,JOHNR37109,160.9,2015-01-03
12214R3FWQVA,HORNC62657,1468.8,2015-01-03
12244C1GLTX,BARNJ64364,401.6,2015-01-03
12244C1GLTXB,BARNJ64364,167.3,2015-01-03
12244C1GNPT,STURL64549,1029.5,2015-01-03
12244C3GLBU,ARNER64302,555.2,2015-01-03
12244E2GKXB,TEEPR56117,582.1,2015-01-03
12244E3GNXA,MARTO28613,1812.4,2015-01-03
12244E5GNDA,DOCKK58261,539.3,2015-01-03
12244E8GLDWA,OBRIR64306,587.4,2015-01-03
12244G2GMKZ,SYMEN64392,2500,2015-01-03
12244H8GMIOA,TRACE71153,271.5,2015-01-03
12244H9GMKP,JOHNR64417,902.6,2015-01-03
12244I2GNWD,RAHMF64575,5709.4,2015-01-03
12244E8GNSA,FISHR39287,4535.7,2015-01-03
12244KVGMMH,AYLIK63830,1627.1,2015-01-03
12244M4GKXF,PESAL90630,1593.7,2015-01-03
12244P3GLFP,SETZE17884,354,2015-01-03
12264C3GQEJ,DESAP64912,695.5,2015-01-03
12264C3GSRS,BERTV65317,1216.6,2015-01-03
12264C3GTGG,HAHNS65428,613.1,2015-01-03
12264C3GVFS,LARRK29335,807.1,2015-01-03
12264E5GULOA,GOMEA62086,1980.5,2015-01-03
12264E5GWIK,JONED65974,2110.5,2015-01-03
12264H5GRIC,MALAO65072,2136.7,2015-01-03
12264H5GUAI,PELLR36905,3811.7,2015-01-03
12264I1GOQZ,GALLS64710,1219.3,2015-01-03
12264I1GRBJ,BRANS65040,1548.9,2015-01-03
12264M6GRJC,KESSL65098,1062.5,2015-01-03
12264M6GSDC,CREPC65214,923,2015-01-03
12264M6GTCY,DOYLJ65396,700.1,2015-01-03
12264M6GTND,HAIDS55255,6475.6,2015-01-03
12264N1GQZF,ZIPFE10557,1151.3,2015-01-03
12264C8GUSC,ANSEL12529,2928.8,2015-01-03
12264C9GQKR,FRIAA22081,3621,2015-01-03
12264C9GUOT,PIROV27278,3127.9,2015-01-03
12264C9GUOTA,PIROV27278,577.4,2015-01-03
12264C9GVWG,SMITM65892,2739.9,2015-01-03
12264D1GWQQ,STONJ59951,1555,2015-01-03
12264K9GOUBA,PACID13613,159,2015-01-03
12264D2GQUM,WOODG81821,1973.9,2015-01-03
12264D2GTZX,KELLE46361,1358,2015-01-03
12264E1GOTEA,GALLS64712,1093.5,2015-01-03
12264E1GSEX,BAHLD64156,2293,2015-01-03
12264E1GWLJ,MIMSD44031,694.4,2015-01-03
12264E2GPQB,YONED64506,3035.6,2015-01-03
1220403FPUV,LEGOS61403,841.3,2015-01-03
1220407FKSO,FRACM22103,2173.9,2015-01-03
12234M4GJRM,VOKAD29440,167.9,2015-01-03
12234NVGFVT,DARBS63761,769.4,2015-01-03
12264G2GVNOA,RODRE98863,270,2015-01-03
12264G2GVSDA,HUTCV65785,536.9,2015-01-03
12264G4GQMU,HIRAJ64959,484.4,2015-01-03
12264G4GSUO,VETRJ65329,1682,2015-01-03
12264H3GTCA,YEHID15174,603.2,2015-01-03
12264I9GRYI,RUSSM45368,6279.6,2015-01-03
12264K4GPNZ,RAYNA64814,1686.2,2015-01-03
12264N4GWFU,JAREW65651,2707.1,2015-01-03
12264N5GQQF,CARTT11244,731.9,2015-01-03
122640GGVMY,WEIGR95710,1557.7,2015-01-03
122640HGTQH,CREOL65501,2284.7,2015-01-03
122640HGTSS,LEEMI65508,1609.5,2015-01-03
122640JGTIA,DUGAL85542,503.5,2015-01-03
12264W2GOKW,FRANM14489,1031.5,2015-01-03
12264W2GQSX,DAWSB90349,474.1,2015-01-03
12264W2GRYW,AKERC32363,509.4,2015-01-03
12264W2GSIM,ANDEE124Z5,895.4,2015-01-03
12264W2GVTA,OLIVW38513,940.1,2015-01-03
12264W2GWCM,HAYEK39935,1837.1,2015-01-03
12274A1GYEQ,SZLAD44877,397.4,2015-01-03
12274A1GZHN,ROSEM10334,324.8,2015-01-03
12274A1HCYP,MCCAK67142,1090.7,2015-01-03
12274A1HFZS,LORMJ67765,2633.2,2015-01-03
12194H6FFME,RUSSN11916,953.8,2015-01-03
12194G5FFQL,SAEZN59830,2079.4,2015-01-03
12224G1GCOB,MEETM63406,377,2015-01-03
12224H5GCGR,ZEKRS30301,2648.8,2015-01-03
12224H7GDMK,RADOE63509,2188.3,2015-01-03
12224H8FZIV,FISCS63051,515.9,2015-01-03
12224H8GCDY,GALLL63364,4333,2015-01-03
12224H9GDHK,MARQM46438,738.2,2015-01-03
122240TFYWR,GALLV64404,1281.2,2015-01-03
122240TGEMJ,HERNT13758,2339.8,2015-01-03
12224C8GBJR,LOFAA51958,2798.2,2015-01-03
12224C9GEHT,POLLI42117,664.6,2015-01-03
12224I3GDKT,SALGR63498,841.7,2015-01-03
12234E5GGRE,GRAMP63830,630.2,2015-01-03
12234E5GJKR,RUIZM34084,939.4,2015-01-03
12234E6GHZB,GREEJ63970,1443.4,2015-01-03
12234G4GHDK,MAYZM51887,665.9,2015-01-03
12234E2GJNN,SCALJ21635,1605,2015-01-03
12234K5GIQY,CARTP57966,2842.5,2015-01-03
12234K5GJGI,BROWD56187,2481.8,2015-01-03
12234M3GGDB,DEMKA63782,2034.6,2015-01-03
12234M3GGDBA,DEMKA63782,530.2,2015-01-03
12234K8GJPB,PASIC83464,401.7,2015-01-03
12234K8GJSH,EFIMA72679,2359.5,2015-01-03
12274C7HFLKA,BAKEA90529,1560.2,2015-01-03
12274G3HFFF,GASKM10834,728.2,2015-01-03
12274G3HFIE,CUMML75596,1420.6,2015-01-03
12274G3HFRLA,BRITA65695,419.1,2015-01-03
12274G3HGDI,THOML67799,3567.8,2015-01-03
12274G4GZGEA,MOORD89566,470.9,2015-01-03
12274G5GYXZ,VERDA12017,701.1,2015-01-03
12274G5GZEF,FALAM66452,2326.6,2015-01-03
12274G5HFJD,MADDC67611,3143.2,2015-01-03
12274H3HERB,SHEAC61643,1458.9,2015-01-03
12274H3HEZB,ELIZM67532,4752.3,2015-01-03
12274H3HFUF,PARAL67715,1653.6,2015-01-03
12274H4HECQ,GOPAR36708,804.6,2015-01-03
12274L3HGAW,TWIFE74656,622.6,2015-01-03
12274L3HGHZ,GANTS85926,2043.3,2015-01-03
12274L4HFCQ,CHIUT95686,757.9,2015-01-03
12274L4HGFH,MALLS67821,490.2,2015-01-03
12274MVHACW,AMOAJ29457,473.3,2015-01-03
12274MVHCVPA,LEVED41997,382.9,2015-01-03
