OrderID,CustomerID,ReturnSales,ReturnDate
04245H5NONY,CLEMA85533,225.94,2015-06-16
04105I8JUTH,CLEMR71333,2280.88,2016-02-27
04105I8JUTH,CLEMR71333,1894.26,2016-09-03
03245E5FDNV,CLEMT52474,1175.93,2016-06-09
05225M4VMUZ,CLERS49884,997.74,2015-06-09
04205H2MNHY,COHEA16711,2721.82,2016-06-07
01185W2NDXY,COHEA554Z0,37.13,2015-02-02
12144H5DRUSA,COLAJ54910,737.74,2015-09-29
02165K9UQBY,CARNL34525,1054.65,2016-01-22
03265J1FTZCA,CARNL77891,27.13,2015-10-03
01035N1JDBQ,CARRJ38621,1476.49,2015-12-28
02215I9VXEU,CARRJ39580,3351.3,2016-05-27
02165E6UMDR,CARRM33421,1496.5,2016-01-09
05165H9TTIX,CARRP43038,435.5,2015-06-28
04265H3OVQH,CARRR17428,226.46,2015-09-05
01235E5OIME,CARRS34805,2408.57,2015-12-15
03215R3EIZS,CASPJ75055,10.28,2015-07-25
05135C8TAXJA,CASSC40234,350.9,2015-06-17
05135C8TAXJ,CASSC40234,1410.2,2015-07-16
02165E5UPIH,CASSM34292,1403.33,2015-04-19
01045I2JLZI,CASSR79198,1895.48,2015-02-09
02065I2RQNI,CASSR79198,2681.2,2015-02-11
04255N3NZTE,CASSV28326,217.34,2015-04-26
04245E2NQXB,CATAN17785,37.4,2016-03-25
04035W2IAIP,CATAR57989,295.05,2015-04-13
05115K6SRKD,CATHM39614,86.45,2015-06-16
09194N1DJKK,CATOM03451,1108.52,2015-08-12
05165H2TYAW,CHALM43856,141.48,2015-05-18
05235D2VZWR,CHALS52447,680,2015-06-24
01245H2OQWG,CHAMJ52511,739.26,2015-02-09
05215G5VIUA,CHAMM49368,902.57,2015-06-18
01195K3NFXK,CHARD91786,867.56,2015-06-30
04235G5NDSO,CHARG18728,652.16,2016-07-12
03075C2ZUIS,CHARH33789,947.53,2015-08-29
11164H5VIOAA,CHARS51232,1147.03,2016-03-04
01195H8NHRO,CHASD36643,559.36,2015-02-23
0228509XTRL,CHICR47889,91.68,2015-03-22
01315C9QEZM,CHILW22363,441.29,2015-02-15
02055C7RIVL,CHIPP17022,536.97,2015-02-11
04274H3QMKE,CHIRG73867,1084.4,2015-06-30
01175L2MZOW,CHUNS89095,112.96,2015-01-25
05255I6WSBR,CLARG57053,1349,2016-08-27
03215H3EFOK,CLARG74327,978.79,2015-07-01
02245H4WUEQ,CLARJ43993,778.53,2015-03-02
01125K7LPMVA,CLARJ85249,952.94,2015-01-29
05215N4VGJY,CLARK48983,45.59,2015-05-25
02015H3QMJR,CLOSK13486,827.45,2015-07-16
05155E3TQRF,CLARR250Z6,2165.68,2015-11-30
05215R4VETX,CLARS48761,1159.92,2015-07-01
03165N1CRLH,CLARS68852,705.13,2015-09-22
05275E5XCQE,COBBB58600,1020.78,2016-02-06
02215C8VXMY,COCCM70364,1627.29,2016-08-30
02215C8VXMY,COCCM70364,750.97,2016-08-30
01145K6LZJH,COCKA58626,42.17,2015-01-16
02165E3UHZJ,COCUJ26424,512.53,2015-07-15
05155I6TQUP,COETO42639,1841.08,2015-07-06
0216508UILA,COFEP32439,1510.12,2015-03-05
0216508UILAA,COFEP32439,158.12,2015-03-05
01105G5LBOP,COHEN83036,869.91,2015-01-24
04195C9MDIO,COLAA73451,4381.46,2015-11-07
04195N3MEMZ,COLLF25778,1603.93,2015-08-06
05115E2STON,COLLM28286,640.93,2016-02-18
030250AYJPO,COLOS51542,301.32,2016-04-16
12064C6BNMX,COLPK95060,2414.15,2015-12-17
12294G5HUPY,COLUA24697,373.65,2015-01-18
02215J2VZZV,COLV231,2271.79,2015-11-06
02015C1QMJB,COMED92952,63.76,2015-02-23
03195P3DLCP,COMMC36830,119.24,2015-06-16
01035M3IZYX,CONNJ30690,63.7,2015-01-11
010150AINNZ,CONNP73026,2697.84,2015-01-23
01165E6MMUB,CONNS86036,726.53,2015-03-08
05075K9RVAP,CONNT36378,1323.94,2015-06-11
05225E3VOHSB,CONNV77363,705.13,2015-06-20
01035SVJDIA,CONOJ75834,1263.6,2016-08-05
01175F3MREE,CONOK31611,619.69,2015-02-04
05285R4XNUY,COOKS33133,665.28,2015-06-16
010450TJIJY,COOPA76849,194.63,2015-08-06
02145E9TWXC,COOPD20439,1303.13,2016-04-16
05245C7WHSB,CORBJ54434,891.27,2015-07-23
12294R4HRVU,CORBK82187,475.18,2015-01-09
01055E9JQIX,CORBV78219,822.83,2016-06-23
04245H5NSHTA,CORCL57214,1538.13,2015-07-10
04245H5NSHT,CORCL57214,1216.6,2015-07-10
01255C8PACQ,CORTM97322,1217.3,2015-09-30
05215L4VFLS,CORUB36679,2138.02,2016-04-19
01015C7INPG,CORYA72966,1337.5,2015-09-07
04305I3PWRJ,COSMS29860,867.91,2015-06-12
052150JVGKJ,COST18W,531.41,2015-07-01
03285K6GDEK,COSTA18095,101.56,2015-03-29
12314G4IIEE,COTTC97121,670.45,2016-07-28
12314G4IIEE,COTTC97121,191.84,2016-07-28
02045P3RAWX,COTTG15712,2648.94,2016-09-21
04285C4PNUW,COTTL15346,58.44,2015-05-17
05215I2VFGD,COUGS99314,1052.08,2016-03-09
01075L2KDWV,CRANK80038,3094.09,2015-02-11
05285L1XKJG,CRAVJ83628,1143.74,2016-01-18
01035I3JHEJ,COLEA20965,1242.67,2016-01-07
10094W2IULK,COLEB45810,890.6,2015-11-19
05235E8VVGR,COLEC51376,180.16,2015-05-31
03305H4GUYN,COLEE85169,1017.98,2016-09-10
01245E7OQVC,COLEJ14169,466.61,2015-02-04
02075R3RWXN,COLLN23902,3778.92,2015-12-21
04295G3PVAR,COLLR59696,1442.38,2016-03-08
12224C2FZDO,COLLT63030,860.37,2016-06-30
05025H3QNEJ,COLOC61279,586.84,2015-12-01
01305I6QAUV,COLOI11611,217.7,2016-06-27
05095I8SJTZ,COLOM38333,752.11,2015-06-23
02135C8TMMH,COMOF18936,869.09,2015-12-24
01225I8ODKM,CONCG38025,2351.7,2016-02-24
031350ABRJM,CONDG64212,56.05,2015-12-14
04265I6OMIN,CONSR24753,740.35,2016-07-01
03105C5ASSH,COOPR60826,456.24,2015-04-20
011650HMPJQ,CORMJ64397,1394.18,2015-03-02
05235G2VYXH,CORNA12408,3821.69,2015-07-06
05255I2WJQU,CORNJ61265,190.5,2015-07-13
04175C6LRWA,COSTE84846,1890.9,2016-05-21
04285T1PLTD,COTEO25311,1036.92,2016-01-21
04285T1PLTD,COTEO25311,568.68,2015-06-30
04295G4PSYU,COTRM83992,1076.77,2015-09-09
04295G4PSYU,COTRM83992,1076.77,2015-09-22
05225M6VOTJ,COUTE50140,1939.17,2015-07-02
01105G2KWRT,COUTR56443,282.97,2015-01-19
05015C1QHXU,COWAA30884,94.65,2016-02-03
05255H7WSEA,COXSU31811,1278.19,2015-06-16
04115H5KDDB,COXTH97486,1396.86,2015-08-03
122640HGTQH,CREOL65501,68.46,2015-01-27
01145I9MAJQ,CRESP84670,3294.6,2015-11-03
01065C8JYGV,CREWJ79398,144.16,2015-01-09
11284H2YZUQ,CRIMJ38078,1970.32,2016-04-18
01195C3NKKM,CRUSR56776,670.01,2015-12-21
02205I2VURV,CRUZE32268,1699.71,2015-09-24
02205I2VURV,CRUZE32268,378.87,2015-09-24
02205I2VURV,CRUZE32268,252.04,2015-10-01
02255G3XDID,CRUZI45477,510.62,2016-02-04
05145H7TIZB,CRUZN53620,1968.42,2015-06-11
04075G2JBEY,CRUZR67580,924.35,2015-11-27
04235N2NAUO,COLEP18408,1045.02,2016-06-06
01035C7IZRP,COLER75140,106.35,2015-01-09
01295J1PTQE,COLER96999,190.31,2016-04-21
02035K5QVTP,COLEV11674,286.96,2016-05-23
01015SVIKEF,CONFL27209,318.31,2015-01-28
12294I2HSSE,CONGG48778,315.58,2015-01-10
05195C2UOFP,CONGL65ZZ9,1304.86,2015-06-08
020750PRYSN,CONKT27913,1429.94,2016-04-28
01175I3MZDP,CONWJ56297,216.16,2015-09-05
01105C3KYNF,COOKD97898,608.32,2015-01-22
01095I6KSLW,CORRN81668,518.25,2015-01-12
01015I4IMVN,CORSA90131,564.85,2016-04-14
11234E3XNQZ,CORSC76665,715.78,2015-01-16
12284I9HGKG,CORTC67881,108.63,2015-01-07
04045I6IGKU,CORTE64410,303.76,2016-04-30
04265P6PBGY,CRAIS27685,429.83,2015-06-09
05235H3VZOU,CRAMA99423,815.47,2016-09-09
02145PVTVPB,CRAMT92861,102.66,2015-11-11
01105E2KWER,CROCR68150,822.78,2015-01-22
010650JJWLC,CROGE40786,1380.04,2015-01-15
03275C6GANM,CROPM80279,243.54,2016-07-16
12284L2HMKVB,CROSA69475,125.5,2015-01-22
01115R4LEWT,CUMMC13003,211.95,2015-01-23
04235H5NBSF,CUMMJ94777,874.59,2015-12-12
12274G3HFIE,CUMML75596,648.68,2015-01-06
03285G5GLSV,CUMMS98274,76.16,2015-04-12
05025C3QRAW,CUNIK32264,403.07,2016-01-15
05215E6VFPN,CUSMC48831,770.4,2015-06-12
01095E3KTAV,CUSMJ91295,342.4,2015-01-10
02075N2RYUZ,CUSUB20163,128.35,2015-02-11
12084E3CBND,CUTLM49810,524.27,2015-03-05
01235C9OLTR,CUTLM87202,1275.14,2016-01-26
05115E7SSDY,CUTTB39703,427.96,2015-06-23
041250HKLVO,CWICL99336,181.61,2015-07-23
031550TCMWJ,CYRUS83935,555.65,2015-10-24
01035I9JATB,DAMIN32108,136.91,2015-01-06
05285L1XKJG,CRAVJ83628,163.24,2016-01-18
04115H2KIJJ,CRAWD98643,544.32,2015-04-20
052250CVJZC,CRAWL55573,2138.93,2015-07-09
01305H9QBEKB,CRAWR85644,98.04,2016-07-29
04115D2KEHH,CRAWS13239,120,2015-04-13
04175D2LPKX,CRAWS13239,243.75,2015-05-03
10244I2NEYQ,CRECM80004,343.73,2015-03-09
03305K6GYNU,CREEC99530,1568.16,2015-11-02
04075K6IXAM,CREEC99530,378,2015-11-02
032550EFNMZ,CROSJ16681,874.75,2016-03-03
011550AMEHB,CROWK87078,831.55,2015-01-26
042450JNJOU,CROWR19742,1356.38,2015-09-30
01105R3LCVE,CRUIB83234,1289.52,2015-06-20
01105R3LCVE,CRUIB83234,70.15,2015-06-20
01245E5OVWL,CRUZS55659,3428.8,2016-05-28
01035E2JFXH,CRYSB57491,221.49,2015-01-24
03115J1BDQB,CSATS62284,254.48,2015-04-13
02265I1XIZO,CUCCJ84369,3116.45,2016-03-16
11214H5WRID,CUCUA88411,2313.71,2016-04-29
010950AKQWJ,CUDAA94950,172.8,2016-01-30
04295KVPTCV,CULBK45882,318,2015-05-31
04015I8HJSX,CUPAM69852,598.81,2015-08-22
04115R2KHRLA,CURR40B,331.1,2015-04-12
04255L2OLQF,CURRT11789,529.95,2015-06-08
1025403NWOID,CURTB26089,459,2015-08-01
011950CNKSW,CURTR92643,3481.78,2016-01-20
01275D1PHVF,CURTR99651,119.95,2015-02-01
04285E3PMED,CZACW28709,627.56,2015-06-09
12314I9IHXB,CZAJL71932,212.91,2015-01-07
01035P2JGOY,CZAPJ76466,2809.95,2015-01-09
03235P4EYVE,CZUPJ24112,195,2016-04-23
04185H4LVGE,DACRG94625,146.98,2015-06-24
052850TXNCF,DAFFM59743,229.75,2016-08-13
04265E3OSCU,DALCJ88987,363.76,2015-08-28
01105R3KYBS,DALE72G,565.95,2015-01-27
011950CNHBN,DALEK96120,128.52,2015-01-23
030350TYSMZ,DALEM52705,219.47,2016-08-29
01255NVOYGW,DALER47465,748.21,2015-01-25
05185E1UKVR,DALFT92350,2352.93,2015-08-24
01185I4NCHB,DALLR91099,1157.34,2016-04-04
01315E3QGRH,DALOL17205,577.7,2015-02-09
02275J2XLSM,DALTB46601,108.75,2015-03-02
02085E9SFCH,DALTJ45884,1410.63,2015-06-12
01145I3LYZF,DANIE18733,162.94,2015-01-15
12294H4HTTY,DANIE43531,108.57,2015-01-05
01165W2MMGF,DANIL42702,864.76,2015-01-28
03075N1ZRDS,DANIM55886,285.69,2016-09-16
01225D2ODBI,DAMIV94864,633,2015-02-05
04255H4OAYM,DANDM69141,162.13,2015-06-18
02165K1UMOW,DANEK33572,635.95,2015-06-16
12314K3IIMI,DANGJ34165,307.8,2015-01-03
03135K4BQRE,DARRR98169,2224.94,2015-09-24
02015H5QPMT,DARUC14200,922.23,2015-09-18
04015K7HLQL,DASHB61429,1779.74,2015-08-08
04245H5NJOG,DASHJ67893,108.57,2015-05-17
01175N3MTUX,DASHR89283,378.53,2015-01-27
04295H3PSAD,DATTC49850,558.95,2015-11-04
03035H2YSCW,DAUBK45135,145.09,2015-05-11
05015I9QECP,DAVIK30547,792.91,2015-05-11
03155P6CKRU,DAVIM32566,181.26,2015-04-26
02285CVXXAG,DAVIM48615,286.99,2015-03-08
0118503NART,DEAV504,485.99,2015-02-08
01015C2IMIE,DEBEL83908,179.94,2015-01-08
01245M6OTVH,DEBOG97352,700.19,2015-02-02
03115K5BFXH,DEFRM10151,285.12,2015-03-23
04285P6PKVU,DEGET90353,1128.83,2015-06-16
03015L1YEOX,DEGIJ67666,593.49,2015-03-02
0119503NKEG,DEGRJ25203,451.36,2015-02-05
01065G1JZVC,DELEL35978,163.31,2015-01-12
02285H7XUOA,DELER48082,517.27,2015-06-09
011050TKYFU,DELGA64737,1997.07,2015-01-19
01225W2OBQT,DELGM93483,342.9,2016-02-24
12144H8DUHH,DELIR22852,152.94,2015-01-25
05175I3UFUQ,DELLA53438,304.15,2015-06-08
05175I3UFUQ,DELLA53438,694.33,2015-06-08
05255I3WRLY,DELLA53438,840.71,2015-08-27
02075I2RVFS,DELLB74149,1197.63,2015-05-11
03075H8ZXUK,DELLC57168,1412.13,2016-02-07
01035L3JDRS,DELLJ89291,1994.78,2015-01-10
01195C6NHJV,DELLM16946,2233.35,2015-01-23
02145M4TSNI,DELLR97300,175.27,2015-03-08
01235H3OKAU,DELLS39777,1351.14,2015-07-14
01235H3OKAU,DELLS39777,313.56,2015-07-14
01015L4INIA,DELMD43356,502.44,2015-01-05
021650HUFDS,DELML31801,825.41,2016-01-20
03155M4CMOJ,DELNP28430,1084.98,2015-04-20
05255P6WLLY,DELOC55340,1006.89,2015-06-21
01165G3MOYW,DELOC81694,1086.57,2016-03-03
01165E9MPIC,DANIS88478,1018.64,2016-08-06
02175G4UUOF,DANND35418,84.75,2015-06-12
04105C5JWLE,DAVIC96329,106.35,2016-05-06
04105C5JWLE,DAVIC96329,754.02,2016-05-06
03155I7CGWH,DAVID66886,1530.18,2016-02-15
03155I7CGWH,DAVID66886,526.13,2016-02-15
03215H8EGLX,DAVIJ74470,1525.1,2015-04-20
05135L2TDJF,DAVIK12491,785.4,2015-06-11
030650TZLJW,DAYBA55098,1127.44,2015-07-07
01085E5KMJJ,DAYSE49041,1817.93,2015-07-18
01075R2KDLI,FALVM79980,129.55,2015-01-19
052250GVNUP,FALVS34700,1834.92,2015-07-01
01175C8MXIW,FAMAU89979,850.41,2015-02-04
03085C8AIWS,FAMIC32160,944.3,2016-02-15
04175G2LTMT,FAMUR31625,1022.34,2016-09-13
0518503UKYT,FANCK46234,783,2016-05-24
052250LVNBJ,FANEE49910,873.72,2015-07-01
01085I1KJRM,FANEF80843,748.43,2016-06-14
04245I7NMXAA,FANGC13344,2114.53,2015-07-08
02115I9SUHD,FANNM61698,271.56,2015-02-22
01025M2ITKF,FATSP65050,1539.56,2015-01-22
01115P3LHME,FATUB84159,182.73,2015-01-23
011750TMUCN,FAUCD91250,1108.07,2015-01-23
01105N5LAYI,FAUGS29348,695.5,2015-01-28
05225P5VQDR,FAUSJ50413,90.1,2015-11-18
02205W2VNXC,FAUSR37207,684.82,2015-03-05
03045E1ZCGW,FELDM54090,128.35,2015-03-16
03275L1FXSX,FELDV81082,190.8,2015-05-03
05105G3SLKQ,FELIM48216,1306.5,2016-08-20
05095E1SIEA,FELIM56532,630.23,2016-05-07
01105H3KYEX,FELIM63150,326.63,2015-01-14
01105H3KYEX,FELIM63150,1849.79,2016-03-17
01105H3KYEX,FELIM63150,326.63,2016-03-17
03085K3AFBA,FELLW62864,4303.55,2015-03-08
05225M3VKTR,FERR77C,669.33,2015-07-10
01035E1JEPD,FERRB59973,1550.43,2016-08-13
05165J2UALP,FERRG44358,2609.95,2016-01-16
02265K6XHMD,FIELB42975,223.52,2016-06-18
04115K9KHJY,FIELD67889,159,2015-04-20
02165W2URMO,FIELG12290,598.13,2016-02-16
123140TIEIP,FIERK27351,1447.79,2015-01-10
04085I9JEWX,FIGAR69075,412.72,2015-04-13
03155G2CLKK,FIGUC67941,652.16,2016-01-13
12264N1GVNR,FIORA32337,259.48,2015-01-04
01125I3LOQQ,FIORF46702,50.84,2015-02-09
042450HNNZL,FIORL51169,792.95,2015-07-06
041750HLQLM,FISCB13219,686.53,2015-07-03
0121502NZRE,FISHS73406,571.32,2015-01-29
05255F3WKEZ,FISHT55028,1637.39,2016-01-28
05255F3WKEZ,FISHT55028,234.04,2016-01-28
01165M4MPMJ,FISKB88517,2663.2,2016-09-10
02155D2TXRE,FITZC29714,783,2016-08-31
01195D1NGHD,FITZD16103,943.45,2015-02-11
12274H3HEHE,FITZD99635,506.45,2015-01-22
02105L1SPFC,FITZK95265,3057.04,2015-09-03
01015I2IPNQ,FITZM73516,343.6,2015-01-22
112440JXQIJ,FLECD32363,360.67,2015-02-05
05265C9WXMK,FLEIJ58073,1444.23,2015-06-29
0526502WYMG,FLEME91746,664.2,2015-10-20
02185E2VEOP,FLETN67026,1155.6,2016-02-09
04015G5HOZF,FLETN84845,1653.81,2015-07-29
12294C9HTJM,ETIEK11807,488.15,2016-06-06
01245H4OTUH,ETKIM97321,56.17,2015-10-05
01105MVKTIBB,EUEGS81822,241.48,2015-02-08
01105MVKTIBA,EUEGS81822,219.5,2015-02-08
01075E1KIAT,EURBA15825,866.7,2015-01-29
04085I9JEWP,FAGAD94076,488.81,2015-04-20
02195E5VLFB,FAIDE21970,389.43,2015-03-05
01085G3KKNS,FAJAI80881,1656.04,2016-02-02
01085G3KKNS,FAJAI80881,1735.46,2016-02-02
05245K4WCVM,FARBC53176,1828.63,2016-09-22
03095E8ANAP,FARED59955,637.72,2015-10-08
03225P4EPAY,FARIL71789,2694.67,2015-06-23
03225P4EPAY,FARIL71789,278.86,2015-06-23
03155E3CHCN,FARLD66961,2844.06,2016-05-12
01025H6IRSR,FAZIR85263,919.41,2015-01-12
01295R3PUKY,FEATM11015,3456,2015-12-16
05275K8XDKG,FENNJ58483,353.01,2015-06-24
01245E5OPJQ,FEREE96501,1614.07,2015-06-27
01245E5OPJQ,FEREE96501,336.41,2015-08-12
02135W2TJRB,FERGD78509,331.57,2015-03-08
03285K1GKKA,FERRJ76989,1217.94,2015-04-13
03315E4HDFE,FERRL72087,368.48,2016-07-23
04135E4KSJF,FERRL72087,1739.62,2016-07-23
04305E4PYHR,FERRL72087,154.98,2016-07-23
04015I9HOQQ,FERRL87607,737.51,2016-05-24
04015I9HOQQ,FERRL87607,87.01,2016-05-24
03015T1YINX,FERRM51330,2918.29,2015-10-02
03115H4BBCF,FERRM61921,304.63,2015-03-23
03105E5ATZO,FERRM79638,202.23,2015-03-16
02155C6UEGD,FERRN31635,988.83,2015-03-02
05315E4YEOT,FERRP61845,1237.99,2015-07-15
02065N4RMSH,FERRS17529,532.23,2016-07-23
05035H5QSHN,FINER32501,203.63,2015-05-10
05175R2UCYN,FINGS44893,1010.5,2016-03-26
04015T2HMRU,FINKL87332,840.75,2016-02-02
01315N1QHFP,FINLJ56954,134.82,2015-02-09
04075E7JBZH,FINLP93697,588.45,2015-08-05
05215F2VFIU,FINNJ27175,53.48,2015-06-17
01315N4QKTE,FITZS13124,812.13,2016-01-19
01315N4QKTE,FITZS13124,790.73,2016-01-19
011850HNAZO,FIXER55899,108.75,2015-02-01
02285L2XXPZ,FIZZG48630,52.98,2015-06-26
11044E6REGP,FLAHJ97237,1068.89,2015-01-22
05055I9RIBX,FLAMW67378,556.05,2016-04-30
04195G2MDRW,FLORA15350,1741.78,2015-09-05
12054L1BDDQ,FLOWT43877,1164.94,2015-03-16
03075K7ZUUP,FLOYA91878,538.02,2015-07-14
03075K7ZUUP,FLOYA91878,97.92,2015-07-14
01175L3MWCB,FLOYC53651,3591.8,2015-02-09
12294I4HUIF,FLUS9694Z6,832.89,2015-01-16
01145W2LWHF,FLYNC77284,173.3,2015-01-29
01025W2ISDA,FLYNE37606,488.76,2015-01-08
01025W2ISDAA,FLYNE37606,246.25,2015-01-15
03045L3ZCUM,FOGEC54176,950.35,2015-11-10
12204W2FHDG,FOGEL572Z1,72.18,2015-02-08
01095L1KRYE,FORDC86691,212,2016-09-10
02085N3SDAH,FORDJ65694,266.43,2015-03-02
12314I9IFNQ,FORDJ95193,1204.65,2015-01-08
040150THPHO,FORTD87345,540.57,2015-06-10
04255NVOLNG,FORTH24628,246.52,2016-05-27
02275M6XLGT,FORTJ15839,233.64,2015-03-09
05165F3TWMD,FORTJ80285,555.33,2015-09-07
05145R3TKVW,FOSTG46293,216.5,2015-08-15
04235E7NBCR,FOXDE24934,716.9,2016-04-29
03315H5HEVH,FOXRO86333,609.7,2016-04-14
04215I6MSKP,FRADK20269,162.83,2016-05-26
04155I6LGWR,FRADK20269,2014.19,2016-05-26
12214K8FVAZ,FRAME62353,15.85,2015-01-15
03205G2DSSF,FRAND63918,250.41,2015-03-23
02215I4WATV,FRANJ36141,15789.78,2015-06-15
03045K7YYYJ,FRANL31934,95.35,2016-07-27
01215E4NXYJ,FRATM84575,1517.25,2015-06-20
04265L2OZGD,FREDC42148,856,2015-08-22
05135G5TEFE,FREDJ94568,81.66,2015-06-08
011450EMBGI,FRENR43541,323.18,2015-01-22
04105I3JVSI,FRETJ96269,742.16,2015-09-03
02165F3UQOK,FREUL34644,2511.29,2015-08-22
01065K9KATR,FREYJ72674,84.8,2015-01-10
05135K9TBYF,FRICL757Z7,613.74,2015-06-10
04015N1HPDS,FRIDD11565,1980.87,2016-06-28
05025H6QNYA,FUENM59884,717.49,2016-08-27
05225G3VLKX,FUENM89276,719.55,2015-11-02
05065G3ROSD,FUERS63197,176.38,2015-05-18
05295I7XRAP,FUKUM60103,358.2,2015-06-08
03115G3BCCJ,FULLC62064,152.43,2015-03-16
01115N4LFUI,FISHJ83771,1123.39,2015-10-06
04165NVLIIS,FOGLJ59220,325.88,2016-03-03
05255R2WUAA,FOLIA17532,2916,2015-06-15
02265E7XJGQ,FONSG87160,1684.18,2015-06-16
12274H5HBZG,FONTD47459,259.61,2015-01-16
12174M3ERQC,FONTE58378,526.97,2016-07-28
12174M3ERQC,FONTE58378,956.2,2016-07-28
01105M4LBSW,FONTI32180,1860.73,2015-01-15
01175E1MROO,FONTJ497Z6,2245.93,2015-09-12
05235HVVXHLB,FONTK46495,189.66,2015-06-24
04125E2KLJQ,FORMJ99250,773.01,2016-06-18
01025PVIWBF,FORNB60437,168.16,2015-01-07
03295H5GTAG,FORRN84841,65.12,2015-09-12
042450PNOKP,FORSD37607,724.3,2016-01-06
042450PNOKP,FORSD37607,174.42,2016-01-06
12144N1DSVP,FOSTS82492,355.24,2015-01-23
04115H5KJHLB,FOTIG98832,879.86,2016-04-22
04115H5KJHLA,FOTIG98832,322.62,2015-11-10
01105P6KUOM,FOWLL38115,242.74,2015-01-15
0425508OAJS,FOWLW08143,201.49,2015-06-08
05255E4WTSE,FRANL57428,400.37,2015-11-05
04115H6KHPQ,FRANM98457,65.27,2015-08-19
04115R3KDQS,FRANP97619,720.25,2015-10-15
04115R3KEGD,FRANP97619,643.63,2015-10-15
04305I8PZEKA,FRANR28713,7.64,2015-07-23
04305I8PZEK,FRANR28713,336.4,2015-07-23
01025H4IWCV,FRANR74460,272.13,2015-01-19
02105M4SOYJ,FRANR92626,2177.45,2016-02-25
03295N4GTEE,FRANT58115,597.06,2015-06-18
04085I9JHAI,FRANT67911,1242.67,2015-06-10
01175G1MXQN,FRASA74138,130.6,2015-01-22
05105A1SNUJ,GAGEC60116,1763.36,2015-06-23
030950CANLV,GAGEC60116,405.53,2015-07-14
030950CANLV,GAGEC60116,405.53,2015-07-21
05215M2VDHW,GAGLD48588,26.51,2015-06-09
01015M6INLRA,GAGLK73015,126.2,2015-01-02
03295I2GSIG,GAGLM84722,193.28,2015-08-14
05275H9XGKG,GAGNR59023,1240.09,2015-07-11
05275H9XGKG,GAGNR59023,108.82,2015-07-11
12284N5HJXT,GAIRA12268,1766.78,2015-01-23
02045E6RFLM,GALLL86445,640.93,2015-07-14
01135E3LUBC,FLORB85737,306.02,2015-12-29
02205G3VRUE,FLORJ38708,834.4,2015-06-12
03215G3DYPM,FLORJ72950,627.12,2016-05-21
05045C7RCBL,FLORQ43955,2232.69,2016-05-03
04015G3HNMN,FLORR87424,1197.57,2016-08-04
02095T1SMMD,FLORT15551,3714.12,2015-06-30
02145H6TTJL,FREEE41649,865.56,2016-09-02
05205C2UYHO,FREET71065,764.66,2015-07-01
05115R3STNSA,FREGM37597,2026.08,2015-08-13
05225E4VNDY,FREIJ49935,1296.42,2016-02-05
04275H3PFTN,FRONR28939,783.9,2015-09-29
052350HWAZF,FROSA52743,1532.29,2015-06-10
01025N5IUPT,FRULP764Z6,769.33,2015-06-17
022350MWKLO,FRUNL42728,1360.75,2015-11-28
04195W2MCIN,FUEHP81072,4238.94,2015-08-08
05255CVWNWQ,GALBJ55996,183.13,2015-06-22
03045N5ZBCU,GALIC31338,533.93,2016-08-17
03295H8GQPN,GALIC84348,632.2,2015-05-18
02165M3UHMA,GANNG65156,1912.5,2015-08-04
05205E1UVHT,GAO9L95188,240.75,2015-05-25
01085I2KKGD,GARAA23621,488.56,2015-09-07
02165C1UQRX,GARCA34642,622.15,2015-03-09
03285C3GGPV,GARCC82350,1701.59,2015-07-15
01205L3NUQL,GARTK93548,216,2015-01-26
01075G4KGCZ,GASBD80367,259.07,2015-01-23
04205H6MNHL,GASCM36439,141.48,2015-07-09
05075H6RUOZ,GASCM36439,38.05,2015-07-09
03215K7DYEJ,GASKC22013,238.5,2015-07-18
02115CVSUQA,GASKJ53879,401.78,2015-03-02
12284I2HKOE,GASPI89327,273.44,2015-01-29
05185E5UMLR,GASSJ46477,775.75,2016-04-09
02045H5RFZR,GEORB16665,117.54,2015-12-30
052250AVPBF,GER17SA,189,2015-06-12
01045I7JKRT,GHEIA21538,479.1,2015-08-24
02185E4VCJN,GHEIH36234,1179.12,2016-04-12
03205NVDUQP,GHOSR72562,782.1,2016-02-02
04175I7LTNE,GIAIA13608,1098.55,2015-12-07
010750JKCFA,GIAME78981,514.33,2015-01-14
010750JKHAK,GIAMG42196,271.82,2015-01-09
02195G5VKLK,GIAMM37763,1186.68,2016-04-21
03155K9CLCQ,GIAMT62693,493.68,2015-06-10
01125C6LPST,GABRB56660,1030.53,2015-01-22
05185L3UKJH,GABRF97589,377.95,2015-07-03
02055G3RKRC,GACIM17307,544.32,2015-02-11
01035W2JDYO,GALLG75720,1240.09,2015-01-08
0211509SXWR,GALLK24436,2020.7,2015-03-29
0212509TFKK,GALLK24436,679.32,2015-03-29
0219509VLGB,GALLK24436,129.55,2015-03-29
03185T2DFKY,GAMML70627,965.3,2016-01-02
01115RVLGJC,GANDS83925,733.32,2015-01-14
05035H1QSXV,GANGR32587,1053.91,2015-08-29
01215G3NZFF,GARCY54308,119.76,2015-06-25
06074C2BEYE,GARDA24220,1965.35,2015-01-29
04175E7LQQWA,GARDK601Z5,595.99,2015-07-02
011450ELYGE,GARDL68757,700.92,2016-02-09
03115R4BBEB,GARDP73125,133.1,2015-09-08
03125R4BKCW,GARDW11308,2236.44,2016-06-14
032250TEMKY,GARIM68367,3426.81,2015-10-15
01165K8MNKR,GATEK90955,360.35,2015-01-22
